sample_idx,output_0,output_1,output_2,output_3,output_4,output_5
46,0.9351226091384888,-0.7018938064575195,1.7549960613250732,-1.3714816570281982,1.525918960571289,-1.1147897243499756
47,0.950735867023468,-0.7105134725570679,1.7479331493377686,-1.3658061027526855,1.5164681673049927,-1.1087459325790405
48,0.9474635720252991,-0.7104847431182861,1.7579131126403809,-1.3773024082183838,1.5420736074447632,-1.1363956928253174
49,0.9665985107421875,-0.7284194231033325,1.777921438217163,-1.3964072465896606,1.5695159435272217,-1.1640329360961914
50,0.9491920471191406,-0.7134048938751221,1.7698633670806885,-1.3903746604919434,1.5730245113372803,-1.164386510848999
51,0.9726899862289429,-0.7346757650375366,1.7884836196899414,-1.4129329919815063,1.6148667335510254,-1.2115718126296997
52,0.9622723460197449,-0.7298396825790405,1.791994333267212,-1.4161665439605713,1.6086530685424805,-1.2025079727172852
53,0.9497636556625366,-0.7150728702545166,1.7767584323883057,-1.4024088382720947,1.6038353443145752,-1.1964328289031982
54,0.9315133094787598,-0.704456090927124,1.7802891731262207,-1.3995351791381836,1.5838432312011719,-1.1709587574005127
55,0.9397432208061218,-0.7112317085266113,1.7846347093582153,-1.402320384979248,1.5939126014709473,-1.1819586753845215
56,0.935170590877533,-0.7092527151107788,1.7883484363555908,-1.4070566892623901,1.6000365018844604,-1.1869025230407715
57,0.9476014375686646,-0.7129170894622803,1.7709109783172607,-1.3903534412384033,1.5711281299591064,-1.1620006561279297
58,0.9388754367828369,-0.7087441682815552,1.777179479598999,-1.393144965171814,1.567907691001892,-1.1553053855895996
59,0.9463406801223755,-0.7177428007125854,1.7854018211364746,-1.4000914096832275,1.5695823431015015,-1.1574997901916504
60,0.9462956190109253,-0.7195181846618652,1.788198471069336,-1.4061051607131958,1.5769844055175781,-1.1659672260284424
61,0.9493042230606079,-0.7176002264022827,1.7758508920669556,-1.392914056777954,1.5542938709259033,-1.143280029296875
62,0.9402967095375061,-0.707305908203125,1.7655569314956665,-1.3834631443023682,1.550247311592102,-1.1378599405288696
63,0.9438877105712891,-0.7153372764587402,1.781064510345459,-1.4020063877105713,1.5744950771331787,-1.163874864578247
64,0.9557211399078369,-0.7209854125976562,1.7729846239089966,-1.3951412439346313,1.5641958713531494,-1.1567111015319824
65,0.9392940998077393,-0.7054487466812134,1.7613880634307861,-1.3834441900253296,1.557209849357605,-1.1468167304992676
66,0.964144229888916,-0.725105345249176,1.7712187767028809,-1.3929189443588257,1.5621533393859863,-1.1557658910751343
67,0.9378713369369507,-0.7061081528663635,1.7659209966659546,-1.3870489597320557,1.5570870637893677,-1.1460506916046143
68,0.952944815158844,-0.7167201042175293,1.7689166069030762,-1.3882639408111572,1.5560884475708008,-1.146952748298645
69,0.9347878694534302,-0.6996593475341797,1.7556297779083252,-1.3769423961639404,1.5488572120666504,-1.136399507522583
70,0.9487969279289246,-0.7137385606765747,1.7772330045700073,-1.3963817358016968,1.5898919105529785,-1.1790452003479004
71,0.9503552317619324,-0.7169319987297058,1.7736910581588745,-1.394299030303955,1.5723131895065308,-1.1639941930770874
72,0.9480040073394775,-0.7155132293701172,1.7807345390319824,-1.4001648426055908,1.5884982347488403,-1.1780328750610352
73,0.9516551494598389,-0.7203676700592041,1.785386323928833,-1.4011929035186768,1.5799295902252197,-1.1673766374588013
74,0.9564793109893799,-0.7235777378082275,1.7894396781921387,-1.409116268157959,1.6058986186981201,-1.1973854303359985
75,0.9513427019119263,-0.7183924317359924,1.78269362449646,-1.3978428840637207,1.5816636085510254,-1.1703368425369263
76,0.9376055002212524,-0.7029492855072021,1.7701785564422607,-1.3873211145401,1.5800626277923584,-1.1662132740020752
77,0.9379767179489136,-0.7054645419120789,1.776347041130066,-1.39277184009552,1.5887808799743652,-1.17487370967865
78,0.9418184757232666,-0.7062861919403076,1.772486686706543,-1.3909481763839722,1.595784306526184,-1.1834486722946167
79,0.9378761649131775,-0.7050972580909729,1.7721364498138428,-1.3897379636764526,1.580867052078247,-1.1678811311721802
80,0.9460535645484924,-0.7141323089599609,1.7851438522338867,-1.4000540971755981,1.5909717082977295,-1.1772446632385254
81,0.9405953288078308,-0.7104562520980835,1.7836339473724365,-1.3982030153274536,1.58382248878479,-1.1698486804962158
82,0.9485228061676025,-0.7166732549667358,1.7855583429336548,-1.3998171091079712,1.5858603715896606,-1.1726479530334473
83,0.93741774559021,-0.7070474624633789,1.7809617519378662,-1.3962600231170654,1.5820198059082031,-1.1673552989959717
84,0.9335113763809204,-0.7031311392784119,1.7792370319366455,-1.3945637941360474,1.5912938117980957,-1.1765862703323364
85,0.9406744837760925,-0.7090381383895874,1.7823612689971924,-1.4011483192443848,1.6025047302246094,-1.1894242763519287
86,0.9469532370567322,-0.7127944231033325,1.7789325714111328,-1.39442777633667,1.5891497135162354,-1.1765344142913818
87,0.9527127146720886,-0.7216740846633911,1.792989730834961,-1.4088895320892334,1.5983628034591675,-1.186073899269104
88,0.936071515083313,-0.7004903554916382,1.7697869539260864,-1.382127046585083,1.578827142715454,-1.163125991821289
89,0.9456923007965088,-0.717856764793396,1.7956076860427856,-1.411018967628479,1.6075180768966675,-1.1940317153930664
90,0.9487988948822021,-0.7156530618667603,1.7860145568847656,-1.3981869220733643,1.5905132293701172,-1.1764063835144043
91,0.933080792427063,-0.7075170874595642,1.7940175533294678,-1.4088923931121826,1.6159520149230957,-1.2009947299957275
92,0.9337478876113892,-0.7028687000274658,1.7814009189605713,-1.396336555480957,1.6135501861572266,-1.1988842487335205
93,0.9298120737075806,-0.7012854814529419,1.7819175720214844,-1.3983118534088135,1.6099146604537964,-1.1960983276367188
94,0.9380830526351929,-0.7094933390617371,1.7911877632141113,-1.4031111001968384,1.6099584102630615,-1.1947853565216064
95,0.9387525320053101,-0.7143645286560059,1.7994163036346436,-1.4129222631454468,1.6123435497283936,-1.1987664699554443
96,0.9342489242553711,-0.7062534689903259,1.7861894369125366,-1.3970495462417603,1.5965772867202759,-1.1824276447296143
97,0.9247420430183411,-0.6970083117485046,1.7753198146820068,-1.3874187469482422,1.5746493339538574,-1.1593027114868164
98,0.9286869764328003,-0.6981688737869263,1.7704296112060547,-1.3814516067504883,1.5702171325683594,-1.1552112102508545
99,0.9341227412223816,-0.7085533142089844,1.7860562801361084,-1.3992021083831787,1.5762747526168823,-1.1631138324737549
100,0.9368904829025269,-0.7031031847000122,1.7629879713058472,-1.3778996467590332,1.5571422576904297,-1.1440672874450684
101,0.9398958683013916,-0.7112522125244141,1.7800849676132202,-1.394527792930603,1.5594615936279297,-1.1456594467163086
102,0.9417346715927124,-0.7081060409545898,1.762719988822937,-1.3813437223434448,1.5414677858352661,-1.1286166906356812
103,0.9377385377883911,-0.7087658047676086,1.7779035568237305,-1.3917049169540405,1.5547069311141968,-1.1401675939559937
104,0.9459220170974731,-0.7082349061965942,1.756188154220581,-1.3770846128463745,1.5415301322937012,-1.130940318107605
105,0.938276469707489,-0.7051677703857422,1.7664837837219238,-1.387465000152588,1.5588438510894775,-1.1460225582122803
106,0.9418864846229553,-0.7069510221481323,1.762528657913208,-1.385081171989441,1.5641357898712158,-1.153838872909546
107,0.938998818397522,-0.7070013284683228,1.7727954387664795,-1.395116925239563,1.5772408246994019,-1.165597677230835
108,0.9329835772514343,-0.7009737491607666,1.7659404277801514,-1.3866477012634277,1.5714454650878906,-1.1589717864990234
109,0.9404815435409546,-0.7094637155532837,1.7778122425079346,-1.3962504863739014,1.5756927728652954,-1.163151502609253
110,0.9398009777069092,-0.7093636393547058,1.7788454294204712,-1.397491693496704,1.5783697366714478,-1.1663706302642822
111,0.9318785667419434,-0.7011306881904602,1.7756414413452148,-1.3909580707550049,1.5782604217529297,-1.1627624034881592
112,0.9397327899932861,-0.7059916853904724,1.7725050449371338,-1.389587640762329,1.5767345428466797,-1.1643882989883423
113,0.9379594326019287,-0.706904947757721,1.7787741422653198,-1.3950468301773071,1.5881271362304688,-1.1749916076660156
114,0.9543430209159851,-0.7233214378356934,1.791487693786621,-1.4118587970733643,1.6027812957763672,-1.1946901082992554
115,0.9435886144638062,-0.7128723859786987,1.7844736576080322,-1.400435447692871,1.5884602069854736,-1.1756024360656738
116,0.9542497396469116,-0.7244264483451843,1.7973129749298096,-1.411912202835083,1.5986857414245605,-1.1866806745529175
117,0.9435395002365112,-0.710677981376648,1.7808210849761963,-1.3941535949707031,1.5875132083892822,-1.1733660697937012
118,0.9498804807662964,-0.7195379734039307,1.7932456731796265,-1.4079015254974365,1.6021162271499634,-1.1903414726257324
119,0.9364861249923706,-0.7028683423995972,1.770827293395996,-1.3856072425842285,1.5790342092514038,-1.1651041507720947
120,0.9405139684677124,-0.7156119346618652,1.7989294528961182,-1.4131169319152832,1.6170158386230469,-1.204422950744629
121,0.9396324157714844,-0.7123301029205322,1.792020559310913,-1.4079469442367554,1.61397123336792,-1.2002687454223633
122,0.9455549716949463,-0.7226833701133728,1.8007869720458984,-1.418587327003479,1.6107523441314697,-1.2002270221710205
123,0.9502559900283813,-0.7224228382110596,1.7977697849273682,-1.4118821620941162,1.6025747060775757,-1.190657138824463
124,0.9550478458404541,-0.7290959358215332,1.8021235466003418,-1.4169015884399414,1.60024094581604,-1.1897945404052734
125,0.9421687722206116,-0.7158781290054321,1.7908196449279785,-1.4064797163009644,1.5922181606292725,-1.1795713901519775
126,0.9364036321640015,-0.7078227996826172,1.7716808319091797,-1.3924111127853394,1.567327618598938,-1.1549675464630127
127,0.9354256391525269,-0.7004793882369995,1.7609620094299316,-1.3794488906860352,1.5638015270233154,-1.1507532596588135
128,0.9349628686904907,-0.7049405574798584,1.7651748657226562,-1.3863846063613892,1.5625841617584229,-1.1507679224014282
129,0.9402443170547485,-0.7039538621902466,1.7492564916610718,-1.3709313869476318,1.5338586568832397,-1.1254016160964966
130,0.9435406923294067,-0.7146007418632507,1.7689497470855713,-1.3927730321884155,1.5466581583023071,-1.1361029148101807
131,0.955338716506958,-0.7195016145706177,1.7687873840332031,-1.387169599533081,1.5483098030090332,-1.139862060546875
132,0.9452134370803833,-0.7149518728256226,1.7740870714187622,-1.3960438966751099,1.5593087673187256,-1.148017168045044
133,0.9493635892868042,-0.7122628092765808,1.7575037479400635,-1.379657506942749,1.5398144721984863,-1.1317753791809082
134,0.9482195377349854,-0.7104538083076477,1.7558274269104004,-1.3807872533798218,1.550528883934021,-1.1423046588897705
135,0.9549230337142944,-0.713645875453949,1.758634328842163,-1.3838658332824707,1.5765137672424316,-1.1725183725357056
136,0.9520279169082642,-0.7144708037376404,1.7625728845596313,-1.3870670795440674,1.5661909580230713,-1.1594123840332031
137,0.9581851363182068,-0.7247869968414307,1.7790911197662354,-1.4008407592773438,1.5760736465454102,-1.1696557998657227
138,0.9719828367233276,-0.7361693382263184,1.7895526885986328,-1.4074656963348389,1.5773450136184692,-1.1699366569519043
139,0.9481016397476196,-0.7160823345184326,1.7818610668182373,-1.4003510475158691,1.5891066789627075,-1.1791974306106567
140,0.9510897397994995,-0.7198492884635925,1.7900139093399048,-1.4053032398223877,1.5922216176986694,-1.1799290180206299
141,0.9467337131500244,-0.7148958444595337,1.7822864055633545,-1.4012118577957153,1.5916039943695068,-1.1803301572799683
142,0.9498803615570068,-0.7201347947120667,1.7952752113342285,-1.4102706909179688,1.6119053363800049,-1.1998767852783203
143,0.9551705121994019,-0.718212366104126,1.777851939201355,-1.399667739868164,1.6009560823440552,-1.1940683126449585
144,0.9452158808708191,-0.7118023037910461,1.7788811922073364,-1.392629623413086,1.5850526094436646,-1.1726763248443604
145,0.9547910690307617,-0.7214615345001221,1.7884712219238281,-1.4024053812026978,1.587538719177246,-1.1751174926757812
146,0.9463542699813843,-0.7156887650489807,1.789965033531189,-1.401876449584961,1.591367244720459,-1.177213191986084
147,0.9461145997047424,-0.7147786617279053,1.7869017124176025,-1.4020181894302368,1.6023995876312256,-1.1903235912322998
148,0.9366254806518555,-0.7079223394393921,1.7843701839447021,-1.3987557888031006,1.594738483428955,-1.1799691915512085
149,0.9338433742523193,-0.7055392265319824,1.7854931354522705,-1.4007738828659058,1.614600658416748,-1.2009304761886597
150,0.9366180896759033,-0.7142366170883179,1.7975561618804932,-1.4144874811172485,1.626349687576294,-1.2135518789291382
151,0.9425540566444397,-0.7168163061141968,1.7919566631317139,-1.4099147319793701,1.6114904880523682,-1.2002559900283813
152,0.9459795951843262,-0.7228502035140991,1.8009364604949951,-1.4168891906738281,1.6021578311920166,-1.190958023071289
153,0.9384490847587585,-0.7135497331619263,1.790451169013977,-1.4038434028625488,1.5881214141845703,-1.1757043600082397
154,0.934001088142395,-0.7075638175010681,1.779320478439331,-1.3944237232208252,1.57123601436615,-1.1577682495117188
155,0.926908016204834,-0.6930257081985474,1.74757719039917,-1.3654955625534058,1.528990626335144,-1.1145126819610596
156,0.9256675243377686,-0.6884742975234985,1.7394909858703613,-1.35969877243042,1.524817705154419,-1.1109750270843506
157,0.9231590032577515,-0.6899350881576538,1.743943214416504,-1.3653714656829834,1.5357327461242676,-1.122957706451416
158,0.9345089197158813,-0.6960002183914185,1.7372219562530518,-1.357131004333496,1.5132852792739868,-1.1026244163513184
159,0.9331238865852356,-0.6983610391616821,1.7541167736053467,-1.3723697662353516,1.5380369424819946,-1.122955560684204
160,0.9610456824302673,-0.7217553853988647,1.7692807912826538,-1.3877613544464111,1.5503226518630981,-1.1404294967651367
161,0.9431211352348328,-0.7137728929519653,1.7825801372528076,-1.4007518291473389,1.5775024890899658,-1.164872646331787
162,0.9498026967048645,-0.7148195505142212,1.7735989093780518,-1.3929729461669922,1.5751056671142578,-1.1645643711090088
163,0.9365243911743164,-0.7071864604949951,1.7788770198822021,-1.4024020433425903,1.6029901504516602,-1.192826509475708
164,0.9410284161567688,-0.7124654650688171,1.7886712551116943,-1.4111475944519043,1.6306593418121338,-1.2201042175292969
165,0.9462526440620422,-0.7149217128753662,1.7788329124450684,-1.4054967164993286,1.6038568019866943,-1.1973670721054077
166,0.9414875507354736,-0.7148643732070923,1.7943944931030273,-1.4089406728744507,1.610595941543579,-1.1974903345108032
167,0.9451446533203125,-0.7173652648925781,1.7865797281265259,-1.4023630619049072,1.577082633972168,-1.1646898984909058
168,0.9351000785827637,-0.7099987268447876,1.7894420623779297,-1.3998825550079346,1.5894951820373535,-1.1744097471237183
169,0.9333425760269165,-0.7013568878173828,1.7628591060638428,-1.3795793056488037,1.5550317764282227,-1.1415679454803467
170,0.9324458837509155,-0.6973284482955933,1.759246587753296,-1.3740787506103516,1.5612636804580688,-1.1467257738113403
171,0.9415768384933472,-0.7046993970870972,1.757697582244873,-1.3749957084655762,1.561948299407959,-1.1517572402954102
172,0.9388793706893921,-0.7055935859680176,1.7640244960784912,-1.379615306854248,1.5620688199996948,-1.1503221988677979
173,0.9527251720428467,-0.7190742492675781,1.777674913406372,-1.3932665586471558,1.5710136890411377,-1.159999132156372
174,0.9524693489074707,-0.7198938131332397,1.7813975811004639,-1.393876552581787,1.571760654449463,-1.1597265005111694
175,0.9486570358276367,-0.7187667489051819,1.7899773120880127,-1.4058871269226074,1.5979746580123901,-1.186059594154358
176,0.9472826719284058,-0.715324342250824,1.7770862579345703,-1.3913593292236328,1.5645209550857544,-1.1516730785369873
177,0.9402340650558472,-0.7069435119628906,1.7694799900054932,-1.3887906074523926,1.5750164985656738,-1.162299394607544
178,0.9414902925491333,-0.7081269025802612,1.7727751731872559,-1.3893980979919434,1.5821037292480469,-1.1695139408111572
179,0.9563266038894653,-0.7198219299316406,1.7744414806365967,-1.3986339569091797,1.5924235582351685,-1.1865381002426147
180,0.9420878887176514,-0.70836341381073,1.7676031589508057,-1.3852077722549438,1.5609824657440186,-1.1496515274047852
181,0.9535605311393738,-0.720011830329895,1.7789418697357178,-1.3955299854278564,1.565821886062622,-1.1551991701126099
182,0.9381388425827026,-0.7046345472335815,1.7703766822814941,-1.385124683380127,1.5633352994918823,-1.1491013765335083
183,0.9550844430923462,-0.7233206033706665,1.7865831851959229,-1.4037196636199951,1.5768269300460815,-1.167568564414978
184,0.9349243640899658,-0.6988261938095093,1.7568198442459106,-1.3750364780426025,1.5489612817764282,-1.1362078189849854
185,0.9425484538078308,-0.7082352638244629,1.7697858810424805,-1.3881442546844482,1.574167251586914,-1.1637253761291504
186,0.9459520578384399,-0.7097252011299133,1.7691535949707031,-1.3890483379364014,1.5833768844604492,-1.1723697185516357
187,0.9518986940383911,-0.7147861123085022,1.7690701484680176,-1.388340711593628,1.5735574960708618,-1.166316032409668
188,0.9566261768341064,-0.7219178676605225,1.7811057567596436,-1.398260474205017,1.5787773132324219,-1.1677350997924805
189,0.9506587386131287,-0.7154485583305359,1.7765367031097412,-1.3910186290740967,1.575720191001892,-1.164075255393982
190,0.9541641473770142,-0.7219861745834351,1.790949821472168,-1.4067741632461548,1.5989181995391846,-1.1868656873703003
191,0.9402065277099609,-0.7046010494232178,1.768026351928711,-1.383516550064087,1.5715676546096802,-1.1580026149749756
192,0.9344176054000854,-0.7017009258270264,1.7742890119552612,-1.3923736810684204,1.5959715843200684,-1.181969165802002
193,0.9371258020401001,-0.7015504837036133,1.7717187404632568,-1.3875913619995117,1.600756287574768,-1.186218023300171
194,0.9503469467163086,-0.7159310579299927,1.7809021472930908,-1.3995108604431152,1.6003193855285645,-1.1901378631591797
195,0.9446679353713989,-0.7137261629104614,1.789107084274292,-1.4012701511383057,1.594193696975708,-1.179540991783142
196,0.9483058452606201,-0.7177529335021973,1.7877171039581299,-1.401821255683899,1.5855940580368042,-1.172385334968567
197,0.9453170895576477,-0.7169094085693359,1.795857548713684,-1.4082802534103394,1.6025091409683228,-1.1878728866577148
198,0.9479721784591675,-0.7164193987846375,1.7831592559814453,-1.3991023302078247,1.5850037336349487,-1.1726568937301636
199,0.9345291256904602,-0.6988121271133423,1.7686787843704224,-1.380965232849121,1.5832860469818115,-1.1673429012298584
200,0.9399207830429077,-0.7062568664550781,1.7766889333724976,-1.392719030380249,1.5945658683776855,-1.180368423461914
201,0.94292813539505,-0.7074236869812012,1.7737784385681152,-1.3873475790023804,1.5913360118865967,-1.1777082681655884
202,0.9368675947189331,-0.7041223049163818,1.7782387733459473,-1.3917150497436523,1.5993282794952393,-1.1845523118972778
203,0.948988139629364,-0.7144143581390381,1.781928539276123,-1.3929914236068726,1.591754674911499,-1.1772993803024292
204,0.9400577545166016,-0.7109735608100891,1.791628360748291,-1.4045729637145996,1.6119133234024048,-1.1974267959594727
205,0.9469320774078369,-0.7162826061248779,1.7906415462493896,-1.4010850191116333,1.5979102849960327,-1.1836504936218262
206,0.9273700714111328,-0.6998115181922913,1.785785436630249,-1.397985577583313,1.610061764717102,-1.193901538848877
207,0.9324960708618164,-0.7009263038635254,1.7772912979125977,-1.3914766311645508,1.6018955707550049,-1.1877455711364746
208,0.9376718997955322,-0.7094091176986694,1.7869453430175781,-1.4040074348449707,1.6099257469177246,-1.1971793174743652
209,0.9309360980987549,-0.7002301216125488,1.776634931564331,-1.3876398801803589,1.5880452394485474,-1.1741567850112915
210,0.9293152689933777,-0.6971632242202759,1.7660365104675293,-1.380429983139038,1.5693031549453735,-1.1546885967254639
211,0.9267393350601196,-0.6949129104614258,1.764939546585083,-1.3732883930206299,1.5560392141342163,-1.1408462524414062
212,0.9353469610214233,-0.7054218053817749,1.7750989198684692,-1.3883401155471802,1.570848822593689,-1.1565334796905518
213,0.9291912317276001,-0.6976479291915894,1.75770902633667,-1.3695842027664185,1.5311400890350342,-1.117856502532959
214,0.9300215244293213,-0.6999458074569702,1.7684670686721802,-1.380814552307129,1.5624399185180664,-1.1477757692337036
215,0.9446002244949341,-0.709376335144043,1.7666659355163574,-1.3820312023162842,1.5590851306915283,-1.1467729806900024
216,0.9412102103233337,-0.7113286256790161,1.7781440019607544,-1.3967576026916504,1.5793393850326538,-1.1669563055038452
217,0.9522403478622437,-0.717513918876648,1.7768725156784058,-1.3945163488388062,1.575989842414856,-1.1656640768051147
218,0.9475796818733215,-0.7115604877471924,1.773269772529602,-1.3926628828048706,1.5858573913574219,-1.1743897199630737
219,0.946155309677124,-0.7107627391815186,1.768979787826538,-1.3893547058105469,1.5773439407348633,-1.166310429573059
220,0.94316565990448,-0.7108398675918579,1.7756834030151367,-1.3960444927215576,1.5881067514419556,-1.1774637699127197
221,0.9462060928344727,-0.7110240459442139,1.7741230726242065,-1.3950296640396118,1.5908963680267334,-1.1806509494781494
222,0.9445931315422058,-0.7146859169006348,1.7893157005310059,-1.4060367345809937,1.607295036315918,-1.1962895393371582
223,0.9407241344451904,-0.7074458599090576,1.7752258777618408,-1.391984224319458,1.5809972286224365,-1.167959451675415
224,0.937151312828064,-0.7101924419403076,1.7897510528564453,-1.4046062231063843,1.5929036140441895,-1.1795480251312256
225,0.942462146282196,-0.7131682634353638,1.7904162406921387,-1.40445876121521,1.6034568548202515,-1.1905032396316528
226,0.935416579246521,-0.7076432108879089,1.7852100133895874,-1.400076150894165,1.5938948392868042,-1.1800599098205566
227,0.9398089647293091,-0.7055720090866089,1.7719547748565674,-1.3905078172683716,1.5900537967681885,-1.1778550148010254
228,0.9345096945762634,-0.7053731679916382,1.7791564464569092,-1.3936538696289062,1.5867598056793213,-1.1738784313201904
229,0.9363930225372314,-0.7074345350265503,1.7854046821594238,-1.399841547012329,1.5972607135772705,-1.1833701133728027
230,0.9412702322006226,-0.7068177461624146,1.7681262493133545,-1.382110357284546,1.5713130235671997,-1.159247636795044
231,0.9369757175445557,-0.7044700384140015,1.7787781953811646,-1.3934979438781738,1.5970978736877441,-1.1826062202453613
232,0.9364873170852661,-0.702633261680603,1.769963264465332,-1.3833422660827637,1.5773676633834839,-1.1631245613098145
233,0.9388275146484375,-0.7098471522331238,1.7879676818847656,-1.4040658473968506,1.606203556060791,-1.1933306455612183
234,0.9359006881713867,-0.7032129764556885,1.772840142250061,-1.3854756355285645,1.5788105726242065,-1.1636292934417725
235,0.9263362884521484,-0.6983810663223267,1.783007025718689,-1.3970777988433838,1.6089410781860352,-1.1936287879943848
236,0.932175874710083,-0.7046769857406616,1.785970687866211,-1.400465488433838,1.6033334732055664,-1.1875795125961304
237,0.9364824295043945,-0.7110179662704468,1.7941561937332153,-1.4105234146118164,1.6188817024230957,-1.2055253982543945
238,0.9291342496871948,-0.7014279365539551,1.7847251892089844,-1.3970319032669067,1.5972063541412354,-1.1809208393096924
